id,name,password,image,phone,price,car,date,house,sumphone,sumhouse,mesphone,mescar,mesday,mesmonth,meshouse,double_num,mean_duo_af,category,positive_resultphone,negative_resultphone,positive_resultcar,negative_resultcar,total_positive
515,User_515,25jft7,pngtree.jpg,0993948093,200,บบ7623,30/6,79/12,54,,เป็นเลขมงคลดีมาก ประสบความสำเร็จในชีวิตได้โดยง่าย มีบารมี มีคนเคารพนับถือมากมาย การศึกษาจะประสบความสำเร็จอย่างดีเยี่ยม ประสบความสำเร็จในการเล่าเรียนทุกศาสตร์ มีความรู้รอบตัวมาก รู้ทั้งวิชาการทางโลกและทางธรรม ฉลาดทันคน ทันโลก และยังมีเสน่ห์ที่คำพูด ปรับตัวเข้ากับสังคมได้ทุกที่ ประสบความสำเร็จอย่างมั่นคง ทั้งด้านการงานและความรัก มักมีผู้คอยสนับสนุน ทำการสิ่งใดมักมีผู้ใหญ่ให้การช่วยเหลือตลอดไม่ตกอับ ความรักราบรื่น มีสิ่งศักดิ์สิทธิ์ปกป้องคุ้มครอง มักแคล้วคลาดจากอุบัติเหตุร้ายแรง เลขนี้ส่งอิทธิพลต่อความมั่นคงในชีวิตดีมาก,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"99,93,39,94,48,80,09,93,","พรสวรรค์ทางอำนาจจิต,ความสำเร็จที่รุ่มร้อน,ความกดดัน,อุปสรรคตามเป็นเงา,การหลงผิด,เรื่องไม่คาดฝัน,สิ่งศักดิ์สิทธิ์คุ้มครอง,ความสำเร็จที่รุ่มร้อน,","ความมั่นคง,การเรียน,การงาน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,ความเครียด,ปัญหาด้านสุขภาพ,",62,38,66.6666666666667,33.3333333333333,64.3333333333333
516,User_516,25jft7,ninja.jpg,0919532752,180,กช7360,12/2,35/56,43,,เลข ๔ ดาวพุธ กับเลข ๓ ดาวอังคาร เป็นผู้มีปฏิภาณไหวพริบดี แก้ไขปัญหาเก่ง มีมนุษยสัมพันธ์ดี เข้ากับคนง่าย แต่มีข้อด้อยคือ เป็นคนคิดมาก เครียดง่าย ทุกข์ใจง่าย ไม่ค่อยไว้ใจใคร และอาจมีศัตรูลอบกลั่นแกล้งอยู่เบื้องหลังเสมอ เลข ๔ กับเลข ๓ บวกกันได้เลข ๗ ดาวเสาร์ ชีวิตจึงมักเหน็ดเหนื่อย ต้องต่อสู้ฝ่าฟันกับอุปสรรคที่มีเข้ามา ,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,19,95,53,32,27,75,52,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,บารมีและความสำเร็จในชีวิต,เลขให้คุณปานกลาง,เสน่ห์เมตตามหานิยม,ความมุ่งมั่นสู่ความสำเร็จ,ต้นร้ายปลายดี,นารีอุปถัมภ์,","การงาน,การเงิน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความเครียด,",62,38,16.6666666666667,83.3333333333333,39.3333333333333
517,User_517,devh9,ninja.jpg,0912889651,8499,ศข428,24/11,45/32,49,,เลข ๔ ดาวพุธ กับเลข ๙ ดาวเกตุ มีข้อดีคือมักมีสมองปราดเปรื่อง ไหวพริบสติปัญญาดี เป็นคนทันสมัยพร้อมกับสนใจศาสตร์ลึกลับไปพร้อมกัน เป็นเลขที่หนุนให้มีความสำเร็จได้เหมือนกัน แต่ผลรวม ๔+๙ ได้เลข ๑๓ สื่อถึงอุปสรรคที่มีเข้ามาให้แก้ไขอยู่เนืองๆ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,12,28,88,89,96,65,51,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความแปรปรวน,ความสำเร็จที่แฝงความประมาท,มีโชคลาภรุ่งเรือง,บุญนำพา,เลขคู่แห่งเงินทองและความสำเร็จ,ความสุขสมบูรณ์,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ความรัก,การเรียน,",75,25,100,0,87.5
518,User_518,abc123,astronaut.jpg,0910951115,300,บบ7623,10/8,49/41,32,,เป็นเลขดี มีเสน่ห์รุนแรง เป็นที่ต้องตาต้องใจผู้ที่ได้พบเห็น มีเสน่ห์ดึงดูดใจเพศตรงข้าม มีคนเข้ามารักมาชอบมาก เป็นเลขที่โดดเด่นด้านเสน่ห์เมตตามหานิยม ถ้าเป็นสตรี มักมีผู้ใหญ่ให้ความเอ็นดูเมตตา อุปถัมป์ค้ำชู ส่งเสริมสนับสนุนเสมอ ไม่ตกอับ ในเรื่องของความรักมักมีคนเข้ามาให้เลือกเยอะ ด้านการศึกษา เจ้าชะตามักชอบในการศึกษาหาความรู้ มีสติปัญญาดี เฉลียวฉลาด สามารถจดจำสิ่งต่างๆได้อย่างรวดเร็ว ชีวิตจะประสบความสำเร็จเป็นอย่างดี,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,10,09,95,51,11,11,15,","การแสวงหา และความสำเร็จ,อุปสรรคของชีวิต,สิ่งศักดิ์สิทธิ์คุ้มครอง,บารมีและความสำเร็จในชีวิต,ความสุขสมบูรณ์,ความขัดแย้งในตัวเอง,ความขัดแย้งในตัวเอง,ความสุขและการสนับสนุน,","การงาน,ประมาท,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,ความรัก,การเรียน,",50,50,66.6666666666667,33.3333333333333,58.3333333333333
519,User_519,159fsg,ninja.jpg,0912958742,8499,บร1599,30/11,17/98,47,,เลข ๔ ดาวพุธ และเลข ๗ ดาวเสาร์ เมื่อมาอยู่คู่กัน เป็นคนจริงจังกับชีวิต มีความเพียรพยายามสูง ชีวิตมีโอกาสประสบความสำเร็จได้จากความเพียรของตน จะต้องเหน็ดเหนื่อยฝ่าฟันและอดทนจึงจะพบความสำเร็จ เป็นเลขให้คุณด้านความเพียรพยายามโดยไม่รู้จักเหน็ดเหนื่อย ข้อด้อยของเลขนี้ คือมักเป็นคนใจอ่อน และเชื่อใจคนง่าย ในขณะเดียวกัน หากปักใจหลงผิดเรื่องใด มักจะกลับตัวยาก จึงต้องหมั่นเตือนใจตน ให้พิจารณาทุกเรื่องในชีวิตด้วยเหตุผล ด้วยความรอบคอบ,"ความเข้มแข็งและความกล้าหาญ 
 เป็นคนที่มีพลังสูง เป็นคนลุย ๆ ถึงไหนถึงกัน มักขับรถด้วยความเร็วสูง หรือเป็นคนใจร้อนจึงต้องมีสติ            ระมัดระวังอยู่เสมอ เลขนี้เหมาะกับผู้ชายมากกว่าผู้หญิง เหมาะสำหรับคนทำงานในเครื่องแบบ ตำรวจ ทหาร หมอ เป็นต้น",,,,"91,12,29,95,58,87,74,42,","การแสวงหา และความสำเร็จ,คนสองบุคลิก, ศรัทธาและความสวยงาม,บารมีและความสำเร็จในชีวิต,ความลุ่มหลงงมงาย,ดาวคู่มิตร,อารมณ์ที่อ่อนไหว,ความสุข ความสำเร็จ และการสนับสนุน,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,",68,32,100,0,84
520,User_520,abc123,astronaut.jpg,0912091508,12000,กช7360,1/7,99/63,35,,ดาวอังคารเลข ๓ คู่กับเลข ๕ ดาวพฤหัส จัดว่าเป็นคู่สมพล เป็นเลขอำนาจบารมี ติดต่อกิจการงานใดมักราบรื่น เป็นที่ยำเกรงเคารพของลูกน้องและบริวาร การออกคำสั่งการงานมักบังเกิดผลดี เลขนี้ให้คุณในด้านพรสวรรค์เข้ากับคนได้ทุกระดับชั้น มักเป็นคนกระฉับกระเฉงคล่องงานรอบตัว บุคคลเลข ๓๕ มักจะพัวพันกับผู้ใหญ่ มักได้รับการอุปถัมภ์ค้ำชูจากผู้ใหญ่หรือผู้มีอำนาจ ทำให้กิจการงานมักเจริญรุ่งเรืองก้าวหน้า แต่เลข ๓ กับ ๕ รวมกันได้เลข ๘ ราหู จึงเป็นเลขที่ไม่น่าไว้วางใจนัก ต้องหนักแน่นระวังคนที่เข้ามาคบเพื่อหวังผลประโยชน์ บุคคลหมายเลข ๓๕ มักจะกำพร้า หรือต้องอยู่ห่างจากบุพการี ,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,12,20,09,91,15,50,08,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสำเร็จจากแรงสนับสนุน,สิ่งศักดิ์สิทธิ์คุ้มครอง,การแสวงหา และความสำเร็จ,ความสุขและการสนับสนุน,คุณธรรมและความสามารถ,ความลุ่มหลวง มัวเมา,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,การเรียน,",37,63,16.6666666666667,83.3333333333333,26.8333333333333
521,User_521,abc123,charizard.jpg,0990430306,549,ขษจ427,7/10,60/97,34,,เลข ๓ ดาวอังคาร คู่กับเลข ๔ ดาวพุธ เป็นคนที่มีสติปัญญาดี ปฏิภาณไหวพริบว่องไว ตัดสินใจรวดเร็ว มีความรู้รอบตัวมาก สนใจใฝ่ศึกษาหาความรู้ เป็นบุคคลกล้าหาญ กล้าพูดกล้าทำ เป็นคนเปิดเผย ชีวิตมักจะประสบความสำเร็จได้อย่างดี แม้ชีวิตจะพบอุปสรรคมากมาย แต่ก็สามารถเอาตัวรอดไปได้ด้วยสติปัญญาของตัวเองเสมอ แต่ข้อเสียคือมักเป็นคนดื้อรั้น ไม่ฟังใคร และควรระมัดระวังโรคเกี่ยวกับระบบประสาทและสมอง เลขนี้ไม่ร้ายอะไรมากนัก เจ้าชะตาควรหมั่นทำบุญ เจริญสมาธิ มีสติ ไม่ประมาทก็จะช่วยได้,"ความทุกข์และอุปสรรคในชีวิต 
 มีพลังส่งผลกระทบเรื่องการเสียทรัพย์ มีอุปสรรคในชีวิต หรือเกิดอุบัติเหตุได้ง่ายมักจะเกิดผลเสียด้านการเงิน            เหมาะสำหรับคนที่ทำอาชีพด้านเกษตรกรรม การขนส่ง อาชีพที่ต้องใช้ความอดทน หรือ โปรเจ็คต์ระยะยาว",,,,"99,90,04,43,30,03,30,06,","พรสวรรค์ทางอำนาจจิต,พลังสิ่งศักดิ์สิทธิ์คุ้มครอง,สติปัญญา,อุปสรรคและความเครียด,การเปลี่ยนแปลงแบบฉับพลัน,ความกล้าหาญ,การเปลี่ยนแปลงแบบฉับพลัน,ศิลปะวิทยาการ,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,",12,88,66.6666666666667,33.3333333333333,39.3333333333333
522,User_522,devh9,astronaut.jpg,0912019300,22899,กช7360,7/7,70/46,25,,เลข ๒ ดาวจันทร์ จับคู่กับเลข ๕ ดาวพฤหัส จัดเป็นดาวดาวศุภเคราะห์ทั้งคู่ แต่เนื่องจากผลรวม ๒ กับ ๕ คือเลข ๗ ดาวเสาร์ มักจะต้องฝ่าผันอุปสรรคก่อน จึงจะมีความสำเร็จในชีวิต ได้รับความร่วมมือดี มีคนให้ความช่วยเหลือ ผู้ใหญ่คอยให้การอุปถัมภ์ ในด้านความรัก ก็มักจะลงตัวลุล่วงไปด้วยดี เพียงแต่การที่จะประสบความสำเร็จ ต้องอาศัยความขยันหมั่นเพียร มานะบากบั่นด้วยพลังความสามารถของตัวเองจึงจะบรรลุความสำเร็จดังที่ต้องการ,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,12,20,01,19,93,30,00,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสำเร็จจากแรงสนับสนุน,ความเชื่อมั่น,ความสำเร็จ เจริญรุ่งเรือง,ความสำเร็จที่รุ่มร้อน,การเปลี่ยนแปลงแบบฉับพลัน,ความใจได้ยาก,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,การเรียน,ปัญหาด้านสุขภาพ,",37,63,16.6666666666667,83.3333333333333,26.8333333333333
523,User_523,25jft7,ninja.jpg,0912875713,9999,บร1599,31/12,77/79,43,,เลข ๔ ดาวพุธ กับเลข ๓ ดาวอังคาร เป็นผู้มีปฏิภาณไหวพริบดี แก้ไขปัญหาเก่ง มีมนุษยสัมพันธ์ดี เข้ากับคนง่าย แต่มีข้อด้อยคือ เป็นคนคิดมาก เครียดง่าย ทุกข์ใจง่าย ไม่ค่อยไว้ใจใคร และอาจมีศัตรูลอบกลั่นแกล้งอยู่เบื้องหลังเสมอ เลข ๔ กับเลข ๓ บวกกันได้เลข ๗ ดาวเสาร์ ชีวิตจึงมักเหน็ดเหนื่อย ต้องต่อสู้ฝ่าฟันกับอุปสรรคที่มีเข้ามา ,"ความเข้มแข็งและความกล้าหาญ 
 เป็นคนที่มีพลังสูง เป็นคนลุย ๆ ถึงไหนถึงกัน มักขับรถด้วยความเร็วสูง หรือเป็นคนใจร้อนจึงต้องมีสติ            ระมัดระวังอยู่เสมอ เลขนี้เหมาะกับผู้ชายมากกว่าผู้หญิง เหมาะสำหรับคนทำงานในเครื่องแบบ ตำรวจ ทหาร หมอ เป็นต้น",,,,"91,12,28,87,75,57,71,13,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความแปรปรวน,ดาวคู่มิตร,ต้นร้ายปลายดี,ความคิดขัดแย้งในตนเอง,ความเจริญที่ถูกขัดขวาง,การเปลี่ยนแปลงทั้งดีและร้ายแบบฉับพลัน,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,",37,63,100,0,68.5
524,User_524,159fsg,pngtree.jpg,0912216758,22500,กช7360,21/2,25/84,41,,เป็นเลขดีมาก มักส่งผลให้เจ้าชะตามีพลังความทะเยอะทะยานเต็มเปี่ยม นำพาสู่ความสำเร็จรุ่งโรจน์ มีสติปัญญาดี ปฏิภาณไหวพริบเป็นเลิศ สมองปราดเปรื่อง ส่งผลให้การงานประสบความสำเร็จอย่างงดงาม มักมีคนคอยช่วยเหลือสนับสนุนเสมอ มีวาจาเป็นอาวุธ มีวาทะศิลป์ในการติดต่อสื่อสารกับผู้อื่น ใครได้ฟังมักจะคล้อยตาม เข้ากับผู้อื่นได้เป็นอย่างดี มีเพื่อนมาก มักติดต่อหรือเกี่ยวข้องกับต่างประเทศ เป็นตัวเลขที่มีพลังของมหาจักรวาลหนุนชะตาอยู่ เป็นเลขแห่งความสำเร็จ มักจะนำพาชีวิตไปสู่ความสำเร็จที่ยิ่งใหญ่ ทำอาชีพการงานใดก็มักจะเจริญก้าวหน้าได้อย่างรวดเร็ว คิดทำการค้าก็ร่ำรวย ดวงมีทรัพย์มีลาภยศ หากหมั่นทำบุญจะยิ่งช่วยเสริมบารมีให้รุ่งเรืองยิ่งๆขึ้นไปอีก,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,12,22,21,16,67,75,58,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,อ่อนไหวเพ้อฝัน,ความพลิกผัน,ชีวิตที่ต้องฝ่าฟัน,ความผิดหวังทุกข์เศร้า,ต้นร้ายปลายดี,ความลุ่มหลงงมงาย,","การงาน,ประมาท,ความเครียด,ความรัก,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,",37,63,16.6666666666667,83.3333333333333,26.8333333333333
525,User_525,devh9,ninja.jpg,9921117893,699,ศข428,29/4,73/52,50,,เป็นเลขดีมาก ด้วยกำลังของดาวพฤหัสบดี เลข ๕ ส่งผลให้เจ้าชะตา มักเป็นคนมีสติปัญญาดี มีคุณธรรม ส่วนดาวมฤตยูเลข ๐ มักส่งผลให้เจ้าชะตา ได้เดินทางหรือติดต่อกับต่างประเทศบ่อย มีโชคในต่างแดน หรือได้ใช้ชีวิตในแดนไกล หรือได้ไปศึกษาหาความรู้ คบหากับคนต่างชาติต่างภาษา เจ้าชะตามักเป็นบุคคลที่ชอบคิดค้น ขวนขวายหาความรู้ ชีวิตจะประสบความสำเร็จดี มีความเชื่อในเรื่องเร้นลับของธรรมชาติ และมักมีญาณสัมผัสกับสิ่งพิเศษเหนือธรรมชาติได้,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"92,21,11,11,17,78,89,93,","ความศรัทธาและจินตนาการ,ความพลิกผัน,ความขัดแย้งในตัวเอง,ความขัดแย้งในตัวเอง,ความไม่แน่นอนของชีวิต,ดาวคู่หูอิทธิพล,มีโชคลาภรุ่งเรือง,ความสำเร็จที่รุ่มร้อน,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,การเรียน,",50,50,100,0,75
526,User_526,159fsg,ninja.jpg,0912890197,9800,บธ3626,8/12,97/31,46,,เป็นเลขดีเลขหนึ่ง เจ้าชะตามักแวดล้อมไปด้วยมิตรสหายที่ดี มีคนรักใคร่ มีเพื่อนมากและสามารถพึ่งพาเพื่อนได้ ชีวิตมีแนวโน้มประสบความสำเร็จดี การงานเจริญก้าวหน้า การค้าขายมีกำไรดี การเรียนจะได้ผลสำเร็จอย่างดีเยี่ยม ชีวิตมีความสุข และมักจะมีโชคดีอยู่บ่อยๆ สติปัญญาแจ่มใส มักเป็นคนมีรสนิยมสูง มีเสน่ห์ ไม่ชอบหยุดนิ่งอยู่กับที่ ชอบแสวงหาสิ่งใหม่ๆ ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,12,28,89,90,01,19,97,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความแปรปรวน,มีโชคลาภรุ่งเรือง,พลังสิ่งศักดิ์สิทธิ์คุ้มครอง,ความเชื่อมั่น,ความสำเร็จ เจริญรุ่งเรือง,ความสำเร็จรุ่งโรจน์,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,",62,38,100,0,81
527,User_527,devh9,charizard.jpg,0919221971,390,ศข428,17/8,94/94,41,,เป็นเลขดีมาก มักส่งผลให้เจ้าชะตามีพลังความทะเยอะทะยานเต็มเปี่ยม นำพาสู่ความสำเร็จรุ่งโรจน์ มีสติปัญญาดี ปฏิภาณไหวพริบเป็นเลิศ สมองปราดเปรื่อง ส่งผลให้การงานประสบความสำเร็จอย่างงดงาม มักมีคนคอยช่วยเหลือสนับสนุนเสมอ มีวาจาเป็นอาวุธ มีวาทะศิลป์ในการติดต่อสื่อสารกับผู้อื่น ใครได้ฟังมักจะคล้อยตาม เข้ากับผู้อื่นได้เป็นอย่างดี มีเพื่อนมาก มักติดต่อหรือเกี่ยวข้องกับต่างประเทศ เป็นตัวเลขที่มีพลังของมหาจักรวาลหนุนชะตาอยู่ เป็นเลขแห่งความสำเร็จ มักจะนำพาชีวิตไปสู่ความสำเร็จที่ยิ่งใหญ่ ทำอาชีพการงานใดก็มักจะเจริญก้าวหน้าได้อย่างรวดเร็ว คิดทำการค้าก็ร่ำรวย ดวงมีทรัพย์มีลาภยศ หากหมั่นทำบุญจะยิ่งช่วยเสริมบารมีให้รุ่งเรืองยิ่งๆขึ้นไปอีก,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,19,92,22,21,19,97,71,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,ความศรัทธาและจินตนาการ,อ่อนไหวเพ้อฝัน,ความพลิกผัน,ความสำเร็จ เจริญรุ่งเรือง,ความสำเร็จรุ่งโรจน์,ความเจริญที่ถูกขัดขวาง,","การงาน,ความรัก,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,",75,25,100,0,87.5
528,User_528,25jft7,ninja.jpg,0916047104,638,มง861,23/11,16/76,32,,เป็นเลขดี มีเสน่ห์รุนแรง เป็นที่ต้องตาต้องใจผู้ที่ได้พบเห็น มีเสน่ห์ดึงดูดใจเพศตรงข้าม มีคนเข้ามารักมาชอบมาก เป็นเลขที่โดดเด่นด้านเสน่ห์เมตตามหานิยม ถ้าเป็นสตรี มักมีผู้ใหญ่ให้ความเอ็นดูเมตตา อุปถัมป์ค้ำชู ส่งเสริมสนับสนุนเสมอ ไม่ตกอับ ในเรื่องของความรักมักมีคนเข้ามาให้เลือกเยอะ ด้านการศึกษา เจ้าชะตามักชอบในการศึกษาหาความรู้ มีสติปัญญาดี เฉลียวฉลาด สามารถจดจำสิ่งต่างๆได้อย่างรวดเร็ว ชีวิตจะประสบความสำเร็จเป็นอย่างดี,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,16,60,04,47,71,10,04,","การแสวงหา และความสำเร็จ,ชีวิตที่ต้องฝ่าฟัน,อารมณ์สุนทรีย์ มีโชคเรื่องการเงิน,สติปัญญา,ความเพียรพยายาม,ความเจริญที่ถูกขัดขวาง,อุปสรรคของชีวิต,สติปัญญา,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ความเครียด,ประมาท,",31,69,75,25,53
529,User_529,25jft7,shiba.jpg,0990449802,279,กช7360,21/10,86/00,45,,เป็นเลขดีมาก อิทธิพลของเลขนี้ มักจะส่งผลให้เจ้าชะตามีสติปัญญาฉลาดหลักแหลม ปฏิภาณไหวพริบดีมาก เรียนรู้เร็ว ประสบความสำเร็จในการเล่าเรียนทุกศาสตร์ มีความรู้รอบตัวมาก รู้ทั้งวิชาการทางโลกและทางธรรม ฉลาดทันคน ทันโลก และยังมีเสน่ห์ที่คำพูด ปรับตัวเข้ากับสังคมได้ทุกที่ ประสบความสำเร็จอย่างมั่นคง ทั้งด้านการงานและความรัก การเงินดีมาก มักร่ำรวย ฐานะมั่นคง มักมีผู้คอยสนับสนุน ทำการสิ่งใดมักมีผู้ใหญ่ให้การช่วยเหลือตลอดไม่ตกอับ ความรักราบรื่น มีสิ่งศักดิ์สิทธิ์ปกป้องคุ้มครอง มักแคล้วคลาดจากอุบัติเหตุร้ายแรง เลขนี้ส่งอิทธิพลต่อความมั่นคงในชีวิตดีมาก,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"99,90,04,44,49,98,80,02,","พรสวรรค์ทางอำนาจจิต,พลังสิ่งศักดิ์สิทธิ์คุ้มครอง,สติปัญญา,วาทศิลป์และสติปัญญา,มุมหักเห,ความสำเร็จที่รวดเร็ว,เรื่องไม่คาดฝัน,ความจินตนาการ,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",50,50,16.6666666666667,83.3333333333333,33.3333333333333
